empresa,arquivo_origem,nomes_planos,caminho_completo
BOA SAFRA SEMENTES S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações (a) termos e condições gerais O plano de outorga de opções de compra de ações da Companhia (“Plano de Opções"", ""plano de incentivo de longo prazo com ações restritas da Companhia (“Plano de Ações Restritas"", ""Plano de Ações Restritas"", ""Plano de Ações Restritas da Companhia"", ""Plano de remuneração baseado em ações""]",./BOA SAFRA SEMENTES S.A/Item_8-4_FRE.pdf
BOA SAFRA SEMENTES S.A,Plano_Remuneracao_2.pdf,[],./BOA SAFRA SEMENTES S.A/Plano_Remuneracao_2.pdf
BR MALLS PARTICIPACOES S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./BR MALLS PARTICIPACOES S.A/Item_8-4_FRE.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE AÇÕES RESTRITAS"", ""Plano de Incentivo de Longo Prazo - Ações Restritas (“Plano de Ações Restritas"", ""Plano de Ações Restritas novos colaboradores que contribuam com a execução da estratégia digital e de omnicanalidade""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO BASEADO EM AÇÕES (“PLANO DE MATCHING SHARES"", ""Plano de Incentivo de Remuneração Baseado em Ações"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_2.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES BR MALLS PARTICIPAÇÕES S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES (“PLANO DE PERFORMANCE SHARES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações da BR Malls Participações S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_3.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES BR MALLS PARTICIPAÇÕES S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES (“PLANO DE PERFORMANCE SHARES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações da BR Malls Participações S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_4.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_5.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES (“PLANO DE PERFORMANCE SHARES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações da BR Malls Participações S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_5.pdf
BR MALLS PARTICIPACOES S.A,Plano_Remuneracao_6.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Opção de Compra de Ações da BR Malls Participações S""]",./BR MALLS PARTICIPACOES S.A/Plano_Remuneracao_6.pdf
BR PROPERTIES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES"", ""Plano de Opção de Compra de Ações da BR PROPERTIES S""]",./BR PROPERTIES S.A/Plano_Remuneracao_1.pdf
BR PROPERTIES S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA COMPANHIA Em cumprimento ao disposto no artigo 13 e o correspondente anexo da ICVM 481"", ""Plano de Outorga de Ações Restritas da BR Properties S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./BR PROPERTIES S.A/Plano_Remuneracao_2.pdf
BR PROPERTIES S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES"", ""Plano de Opção de Compra de Ações da BR PROPERTIES S""]",./BR PROPERTIES S.A/Plano_Remuneracao_3.pdf
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações para a Diretoria Estatutária"", ""Plano de Incentivo a Longo Prazo baseado em ações (“ILPA"", ""plano de remuneração baseado em ações"", ""Plano de Incentivo a Longo Prazo baseado em ações""]",./BRASILAGRO - CIA BRAS DE PROP AGRICOLAS/Item_8-4_FRE.pdf
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO A LONGO PRAZO BASEADO EM AÇÕES APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA DA BRASILAGRO"", ""Plano de Incentivo A Longo Prazo baseado em Ações (“Plano"", ""PLANO DE INCENTIVO A LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo A Longo Prazo baseado em Ações""]",./BRASILAGRO - CIA BRAS DE PROP AGRICOLAS/Plano_Remuneracao_1.pdf
BRASKEM S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Ações Restritas da Companhia (“Plano 2018"", ""Plano de Outorga de Ações Restritas da Companhia (“Plano 2023"", ""plano de remuneração baseado em ações para os membros do Conselho de Administração"", ""plano de remuneração baseado em ações""]",./BRASKEM S.A/Item_8-4_FRE.pdf
BRASKEM S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA BRASKEM S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./BRASKEM S.A/Plano_Remuneracao_1.pdf
BRASKEM S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA BRASKEM S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./BRASKEM S.A/Plano_Remuneracao_2.pdf
BRAVA ENERGIA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações e o aditou mediante aprovação na Assembleia Geral Ordinária e Extraordinária realizada em 26 de abril de 2021 (“Primeiro Plano 2020"", ""Plano de Incentivo Via Opção de Compra de Ações (“Segundo Plano 2022"", ""Plano de Incentivos Baseados em Ações (“Plano de Incentivos 2024"", ""Plano de Incentivos 2024""]",./BRAVA ENERGIA S.A/Item_8-4_FRE.pdf
BRAVA ENERGIA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVOS BASEADOS EM AÇÕES 3R PETROLEUM ÓLEO E GÁS S"", ""PLANO DE INCENTIVOS BASEADOS EM AÇÕES O presente Plano de Incentivos Baseados em Ações é regido pelas disposições abaixo""]",./BRAVA ENERGIA S.A/Plano_Remuneracao_1.pdf
BRAVA ENERGIA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO VIA OPÇÕES DE COMPRA DE AÇÕES DA 3R PETROLEUM ÓLEO E GÁS S"", ""PLANO DE INCENTIVO VIA OPÇÕES DE COMPRA DE AÇÕES O presente Plano de Incentivo via Opções de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./BRAVA ENERGIA S.A/Plano_Remuneracao_2.pdf
BRAVA ENERGIA S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES Aprovado na Assembleia Geral Extraordinária realizada no dia 31 de agosto de 2020 1"", ""Plano de Opção de Compra de Ações 1"", ""plano de opção de compra de ações da 3R PETROLEUM ÓLEO E GÁS S"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações (“Comitê"", ""Plano de Ações e""]",./BRAVA ENERGIA S.A/Plano_Remuneracao_3.pdf
BRF S.A,Item_8-4_FRE.pdf,"[""Plano de Outorga de Opção de Compra de Ações"", ""Plano de Opção de Compra de Ações da Companhia"", ""Plano de Opção de Compra de Ações é baseado no conceito de opção de compra de ações (stock options"", ""Plano de Opção de Compra de Ações deverão celebrar com a C""]",./BRF S.A/Item_8-4_FRE.pdf
BRF S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./BRF S.A/Plano_Remuneracao_1.pdf
BRF S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA BRF S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./BRF S.A/Plano_Remuneracao_3.pdf
BRF S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA BRF S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./BRF S.A/Plano_Remuneracao_4.pdf
BRF S.A,Plano_Remuneracao_5.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA BRF S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./BRF S.A/Plano_Remuneracao_5.pdf
BRK AMBIENTAL PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,[],./BRK AMBIENTAL PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
BRK AMBIENTAL PARTICIPACOES S.A,Plano_Remuneracao_2.pdf,[],./BRK AMBIENTAL PARTICIPACOES S.A/Plano_Remuneracao_2.pdf
BRQ SOLUCOES EM INFORMATICA S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./BRQ SOLUCOES EM INFORMATICA S.A/Item_8-4_FRE.pdf
BRQ SOLUCOES EM INFORMATICA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES (“PLANO"", ""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Outorga de Opção de Compra de Ações da BRQ SOLUÇÕES EM INFORMÁTICA S""]",./BRQ SOLUCOES EM INFORMATICA S.A/Plano_Remuneracao_1.pdf
BRQ SOLUCOES EM INFORMATICA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES (“PLANO"", ""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Outorga de Opção de Compra de Ações da BRQ SOLUÇÕES EM INFORMÁTICA S""]",./BRQ SOLUCOES EM INFORMATICA S.A/Plano_Remuneracao_2.pdf
CAMIL ALIMENTOS S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de outorga de opção de compra de ações em Assembleia Geral de Acionistas realiza"", ""plano de remuneração baseado em ações""]",./CAMIL ALIMENTOS S.A/Item_8-4_FRE.pdf
CAMIL ALIMENTOS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES O presente Plano de Outorga de Opções de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./CAMIL ALIMENTOS S.A/Plano_Remuneracao_1.pdf
CANTU STORE S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Opção de Aquisição de Ações (“Plano"", ""plano de remuneração baseado em ações""]",./CANTU STORE S.A/Item_8-4_FRE.pdf
CANTU STORE S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE AQUISIÇÃO DE AÇÕES O presente Plano de Outorga de Opção de Aquisição de Ações aprovado em Assembleia Geral Extraordinária da CANTU STORE S"", ""Plano de Outorga de Opção de Aquisição de Ações da Companhia (“Plano""]",./CANTU STORE S.A/Plano_Remuneracao_1.pdf
CBO HOLDING S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações em vigor"", ""plano de remuneração baseado em ações Não aplicável à Companhia"", ""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações""]",./CBO HOLDING S.A/Item_8-4_FRE.pdf
CBO HOLDING S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE DIREITOS SOBRE VALORIZAÇÃO DE INVESTIMENTO DE EMISSÃO DA OCEANA OFFSHORE S"", ""Plano de Outorga de Direitos sobre Valorização de Investimento da OCEANA OFFSHORE S""]",./CBO HOLDING S.A/Plano_Remuneracao_2.pdf
CEA MODAS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA C"", ""Plano de Opção de Compra de Ações é regido pelas disposições a seguir e pela lei aplicável""]",./CEA MODAS S.A/Plano_Remuneracao_1.pdf
CENTRAIS ELET BRAS S.A. - ELETROBRAS,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./CENTRAIS ELET BRAS S.A. - ELETROBRAS/Item_8-4_FRE.pdf
CENTRAIS ELET BRAS S.A. - ELETROBRAS,Plano_Remuneracao_3.pdf,"[""Plano de Ações Restritas"", ""Plano de Remuneração Baseado em Ações Restritas"", ""Plano de Ações Restritas é"", ""Plano da Eletrobras de Remuneração Baseado Em Ações"", ""PLANO DA ELETROBRAS DE REMUNERAÇÃO BASEADO EM AÇÕES"", ""Plano de Remuneração Baseado em Ações""]",./CENTRAIS ELET BRAS S.A. - ELETROBRAS/Plano_Remuneracao_3.pdf
CENTRAIS ELET BRAS S.A. - ELETROBRAS,Plano_Remuneracao_5.pdf,[],./CENTRAIS ELET BRAS S.A. - ELETROBRAS/Plano_Remuneracao_5.pdf
CIA BRASILEIRA DE DISTRIBUICAO,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e diretoria estatutária Em 9 de maio de 2014"", ""Plano de Opção de Compra de Ações e seu respectivo contrato padrão de outorga (“Plano de Opção"", ""Plano de Remuneração em Opção de Compra de Ações e seu respectivo contrato padrão de outorga (“Plano de Remuneração"", ""Plano de Opção e o Plano de Remuneração tiveram ainda alterações aprovadas (i) nas Assembleias Gerais Ordinárias e Extraordinárias realizadas em 24 de abril de 2015 e em 25 de abril de 2019 e (ii) na Assembleia Geral Extraordinária realizada em 30 de dezembro de 2019"", ""Plano de Incentivos Atrelados a Outorga de Ações e de Opção de Compra de Ações"", ""Plano de Incentivos"", ""Plano de Opção e do Plano de Remuneração"", ""Plano de Incentivos e dos Planos Revogados pode variar de 0"", ""Plano de remuneração baseado em ações""]",./CIA BRASILEIRA DE DISTRIBUICAO/Item_8-4_FRE.pdf
CIA BRASILEIRA DE DISTRIBUICAO,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVOS ATRELADOS A OUTORGA DE AÇÕES E DE OPÇÃO DE COMPRA DE AÇÕES COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO Companhia Aberta de Capital Autorizado CNPJ"", ""Plano de Incentivos Atrelados a Outorga de Ações e de Opção de Compra de Ações (“Plano""]",./CIA BRASILEIRA DE DISTRIBUICAO/Plano_Remuneracao_1.pdf
CIA BRASILEIRA DE DISTRIBUICAO,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações de Emissão da COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (“Companhia""]",./CIA BRASILEIRA DE DISTRIBUICAO/Plano_Remuneracao_3.pdf
CIA GAS DE SAO PAULO - COMGAS,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária Não aplicável"", ""Plano de remuneração baseado em ações""]",./CIA GAS DE SAO PAULO - COMGAS/Item_8-4_FRE.pdf
CIA GAS DE SAO PAULO - COMGAS,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração em Ações 1"", ""Plano de Remuneração em Ações da Companhia de Gás de São Paulo - COMGÁS (“Companhia"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração baseada em ações"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./CIA GAS DE SAO PAULO - COMGAS/Plano_Remuneracao_1.pdf
CIA HERING,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações (“Plano""]",./CIA HERING/Plano_Remuneracao_1.pdf
CIA HERING,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente plano de opção de compra de ações (“Plano""]",./CIA HERING/Plano_Remuneracao_3.pdf
CIA LOCAÇÃO DAS AMÉRICAS,Plano_Remuneracao_2.pdf,"[""Plano de Incentivo Atrelado a Ações da Companhia""]",./CIA LOCAÇÃO DAS AMÉRICAS/Plano_Remuneracao_2.pdf
CIA LOCAÇÃO DAS AMÉRICAS,Plano_Remuneracao_3.pdf,"[""PLANO DE INCENTIVOS ATRELADOS A AÇÕES"", ""Plano de Incentivos Atrelados a Ações (“Plano""]",./CIA LOCAÇÃO DAS AMÉRICAS/Plano_Remuneracao_3.pdf
CIA LOCAÇÃO DAS AMÉRICAS,Plano_Remuneracao_4.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES DE EMISSÃO DA COMPANHIA DE LOCAÇÃO DAS AMÉRICAS Primeiro Plano de Outorga de Opção de Compra de Ações da Companhia de Locação das Américas (“Companhia""]",./CIA LOCAÇÃO DAS AMÉRICAS/Plano_Remuneracao_4.pdf
CIA PARANAENSE DE ENERGIA - COPEL,Item_8-4_FRE.pdf,"[""Plano de Outorga(s) de Ações Restritas e de Ações Restritas por Desempenho (Performance Shares) (o “Plano""]",./CIA PARANAENSE DE ENERGIA - COPEL/Item_8-4_FRE.pdf
CIA PARANAENSE DE ENERGIA - COPEL,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA(S) DE AÇÕES RESTRITAS E DE AÇÕES RESTRITAS POR DESEMPENHO (PERFORMANCE SHARES) COMPANHIA PARANAENSE DE ENERGIA"", ""PLANO DE OUTORGA(S) DE AÇÕES RESTRITAS E DE AÇÕES RESTRITAS POR DESEMPENHO (PERFORMANCE SHARES) O Presente Plano de Outorga(s) de Ações Restritas e de Ações Restritas por Desempenho (Performance Shares) (o “Plano""]",./CIA PARANAENSE DE ENERGIA - COPEL/Plano_Remuneracao_1.pdf
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,Plano_Remuneracao_2.pdf,[],./CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO/Plano_Remuneracao_2.pdf
CLEAR SALE S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações A Companhia"", ""Plano de remuneração baseado em ações"", ""planos de incentivo de longo prazo baseado em ações""]",./CLEAR SALE S.A/Item_8-4_FRE.pdf
CLEAR SALE S.A,Plano_Remuneracao_1.pdf,[],./CLEAR SALE S.A/Plano_Remuneracao_1.pdf
CLEAR SALE S.A,Plano_Remuneracao_2.pdf,[],./CLEAR SALE S.A/Plano_Remuneracao_2.pdf
CM HOSPITALAR S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações (a) Termos e condições gerais Na data deste Formulário de Referência"", ""Plano de Incentivo de Longo Prazo com Ações Restritas aprovado na Assembleia Geral Extraordinária realizada em 17 de março de 2021 (“Plano de Incentivo"", ""Plano de Incentivo e nos seus respectivos programas e"", ""Plano de Incentivo da Companhia"", ""Plano de Incentivo é administrado pelo Conselho de Administração"", ""Plano de Incentivo e dos eventuais Programas a ele vinculados"", ""Plano de remuneração baseado em ações""]",./CM HOSPITALAR S.A/Item_8-4_FRE.pdf
CM HOSPITALAR S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS DA CM HOSPITALAR S"", ""Plano de Incentivo de Longo Prazo com Ações Restritas é regido pelas disposições abaixo""]",./CM HOSPITALAR S.A/Plano_Remuneracao_1.pdf
CM HOSPITALAR S.A,Plano_Remuneracao_2.pdf,[],./CM HOSPITALAR S.A/Plano_Remuneracao_2.pdf
COGNA EDUCAÇÃO S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Ações Restritas de 2018 “Plano de Ações Restritas"", ""plano de remuneração baseado em ações""]",./COGNA EDUCAÇÃO S.A/Item_8-4_FRE.pdf
COGNA EDUCAÇÃO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE PERFORMANCE SHARES O presente Plano de Opção de Compra de Ações da Cogna Educação S""]",./COGNA EDUCAÇÃO S.A/Plano_Remuneracao_1.pdf
COGNA EDUCAÇÃO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente plano de outorga de ações restritas (“Plano""]",./COGNA EDUCAÇÃO S.A/Plano_Remuneracao_2.pdf
COMPASS GAS E ENERGIA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES COM LIQUIDAÇÃO EM CAIXA (PHANTOM SHARES) 1"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração Baseado em Ações com Liquidação em Caixa (Phantom Shares) da Compass Gás e Energia S"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES"", ""Plano de Remuneração Baseado em Ações""]",./COMPASS GAS E ENERGIA S.A/Plano_Remuneracao_1.pdf
COMPASS GAS E ENERGIA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração em Ações 1"", ""Plano de Remuneração em Ações da Distribuidora de Gás Participações S"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia ou de outras sociedades sob o seu controle direto ou indireto da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações (“Comitê de Pessoas"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração 2 baseada em ações"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./COMPASS GAS E ENERGIA S.A/Plano_Remuneracao_2.pdf
